"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"20149","36","archive","12",,,"disk0/00/02/01/49","2023-07-07 06:56:43","2023-07-12 07:25:44","2023-07-07 06:56:43","thesis",,,"show",,,,"","","","","","","","","","",,,,"Verdianto","David","","","19.11.2661","","Haryoko","Haryoko","","","Universitas AMIKOM Yogyakarta","PENERAPAN ANIMASI 3D PADA MEDIA VISUALISASI MUSIK SEBAGAI STRATEGI PEMASARAN PERILISAN VIDIO MUSIK","pub","696","if","restricted",,,"Animasi, Perilisan vidio, Musik, Artis",,"Musik memainkan peran penting dalam membentuk budaya manusia. Ini
adalah cara utama manusia berkomunikasi satu sama lain, Sebagian besar budaya
memiliki gaya dan tradisi musik yang unik. Pasar video musik adalah pasar
komersial yang terus berkembang untuk industri musik. Menyajikan video telah
menjadi strategi pemasaran yang penting bagi para seniman, khususnya di bidang
periklanan dan hubungan masyarakat. Namun, strategi pemasaran video musik
telah mengalami transformasi besar di masa lalu dengan semakin populernya
internet. Internet telah berubah menjadi platform pemasaran dan periklanan yang
sangat besar bagi seniman dan konsumen. 
Subkultur sering menyebarkan gaya musik mereka ke seluruh dunia melalui
konektivitas global. Orang-orang dari berbagai negara di seluruh dunia sekarang
memiliki gaya musik yang sama. Ini memudahkan gaya musik dari berbagai
belahan dunia untuk berbaur menjadi genre baru yang dikenal sebagai musik global.
Gaya global populer seperti EDM dan hip hop telah membawa musik barat ke
negara-negara di seluruh dunia. Namun, negara-negara timur seperti Cina dan India
juga telah mengambil musik barat dan menyesuaikannya dengan selera daerah
mereka sendiri. Hal ini menciptakan jembatan antara komunitas global dan budaya
yang dibentuk oleh gaya musik dari seluruh dunia.
Penelitian ini menemukan bahwa animasi 3D dapat digunakan secara efektif
dalam media visualisasi musik sebagai strategi pemasaran rilisan video musik.
Penggunaan animasi 3D dapat menciptakan visual menarik dan unik,
menghidupkan karakter, menghasilkan efek visual yang mengagumkan,
menyinkronkan gerakan dengan musik, dan mempromosikan brand dan identitas.
Penelitian ini memberikan panduan praktis bagi pembuat video musik dalam
menerapkan animasi 3D sebagai bagian dari strategi pemasaran mereka.","2023-05-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22177","24","archive","12",,,"disk0/00/02/21/77","2023-10-30 03:44:19","2023-10-30 03:44:19","2023-10-30 03:44:19","thesis",,,"show",,,,"","","","","","","","","","",,,,"Veron","Prada Florista","","","19.11.2921","","Kurniawan","Mei P","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN PEMBUATAN MEDIA PEMBELAJARAN BAHASA ARAB PADA MIN 2 PONOROGO JAWA TIMUR DENGAN ANIMASI 2D","pub","000.000.005","if","restricted",,,"Media pembelajaran, Animasi 2D, MDLC",,"Pembelajaran adalah suatu kegiatan belajar mengajar antara guru dan siswa yang saling
berinteraksi dan mempunyai peran masing-masing. Peran sebagai guru adalah menyampaikan
materi agar peserta didik faham dan tertarik dengan apa yang disampaikan oleh guru, dan peran
sebagai siswa wajib mendengarkan,memahami dan mempelajari materi yang disampaikan oleh
guru. Saat ini media pembelajaran yang digunakan oleh MIN 2 PONOROGO masih
menggunakan LKS, Hal tersebut membuat para siswa-siswi kurang tertarik dengan proses
belajar. Oleh sebab itu peneliti bermaksud merancang dan membuat media pembelajaran
Bahasa arab dengan kurikulum yang ditentukan pada MIN 2 PONOROGO menggunakan
Animasi 2D. Pengumpulan data dilakukan dengan Observasi, wawancara, dan dokumentasi.
Penelitian ini menggunakan Metode MDLC (Multimedia Development Life Ciycle). Hasil
penelitian ini berupa video media pembelajaran Bahasa arab kelas 5 pada MIN 2 PONOROGO.
Berdasarkan hasil pengujian menggunakan Kuisioner yang diberikan kepada 30 responden
yaitu siswa-siswi dan guru MIN 2 PONOROGO ini dinilai sangat baik dan layak dipergunakan
sebagai media pembelajaran.","2023-07-27","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21085","24","archive","12",,,"disk0/00/02/10/85","2023-09-06 01:51:42","2023-09-06 01:51:42","2023-09-06 01:51:42","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wahyudi","Gilang","","","17.11.1135","","Nuraini","Nuraini","","","Universitas AMIKOM Yogyakarta","PEMBUATAN MANAJEMEN PERPUSTAKAN ONLINE DALAM BENTUK APLIKASI BERBASIS WEB MENGGUNAKAN FRAMEWORK LARAVEL","pub","000.000.005","if","restricted",,,"Website, Aplikasi perpustakaan, Peminjaman buku",,"Perpustakaan merupakan suatu unit penunjang dalam dunia pendidikan yang 
berfungsi sebagai wadah untuk memfasilitasi peserta didik dalam menemukan berbagai
pengetahuan serta informasi sehingga peserta didik memiliki wawasan yang luas.
sistem perpustakaan di SMKN 1 Sakra Kabupaten Lombok Timur ini khususnya dalam
kegiatan ataupun pelayanannya pada dasarnya masih menggunakan sistem
konvensional atau manual sehingga dalam kegiatan sehari-harinya sering terjadi
kesalahan dalam hal manajemen data seperti keterlambatan dalam proses pencarian dan
penumpukan data yang tidak teratur serta seringnya terjadi kesalahan dalam proses
input data yang mengakibatkan transaksi peminjaman dan pengembalian buku menjadi
tidak efisien. 
Berkaitan dengan permaslahan tersebut maka dibuatlah suatu perangkat lunak
berupa sistem aplikasi perpustakaan berbasis web yang bertujuan untuk memberikan
solusi dalam membantu serta meningkatkan kinerja pelayanan petugas perpustakaan
khususnya dalam hal pengelolaan data-data perpustakaan yang nantinya dapat
meningkatkan efisiensi dalam proses peminjaman dan pengembalian buku di SMKN 1
Sakra Kabupaten Lombok Timur.","2023-01-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22185","25","archive","12",,,"disk0/00/02/21/85","2023-10-30 04:17:21","2023-10-30 04:17:21","2023-10-30 04:17:21","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wahyudi","Muhammad Sufyan Aji","","","19.11.3128","","Wulandari","Irma Rofni","","","Universitas AMIKOM Yogyakarta","SISTEM INFORMASI PENJUALAN PADA PERCETAKAN DAN SABLON MEDIA PRINT BERBASIS WEBSITE","pub","000.000.003","if","restricted",,,"Website, Teknologi Informasi, Sistem Informasi, Penjualan",,"Dalam era globalisasi sekarang ini, teknologi Informasi melaju dengan cepat.
Penggunaan kemajuan teknologi saat ini sudah dapat dirasakan penggunaanya
hampir disegala aspek, teknologi yang semakin canggih kini sangat memudahkan
pekerjaan yang dilakukan oleh orang-orang  sebagai pengguna teknologi.
Percetakan dan Sablon Media Print membutuhkan sekali adanya suatu sistem
Informasi yang dapat memudahkan pelayanan bagi calon pembeli. Untuk itulah
penulis mencoba membuat Tugas Akhir mengenai pembuatan website sebagai
sarana Informasi dan penjualan produk sesuai pesanan di Percetakan dan Sablon
Media Print yang sampai saat ini masih manual. Pada saat ini Percetakan dan
Sablon Media Print hanya berupa jenis usaha kecil yang bergerak dalam bidang jasa
percetakan sablon. Sistem yang ada pada Percetakan dan Sablon Media Print
sekarang masih dilakukan secara manual, mulai dari penyampaian Informasi
produk, sistem pemasaran yang dilakukan dengan penyampaian mulut ke mulut
sampai proses penjualan yang dilakukan langsung di tempat usaha. Hal ini
penyampaian kepada calon pembeli tidak efektif dimana ruang lingkup nya tidak
luas dan pendapatan usaha percetakan sablon ini tidak optimal. Pembuatan website
diharapkan meningkatkan penjualan serta sistem penjualan online, persaingan
bisnis ini tidak hanya bertumpu pada kualitas suatu produk tetapi pada kualitas
layanan yang lebih mendorong konsumen atau calon pembeli untuk menggunakan
solusi yang ditawarkan dapat memecahkan kendala permasalahan yang ada serta
diharapkan agar lebih efektif mempercepat sistem penjualan.","2023-08-15","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20212","26","archive","12",,,"disk0/00/02/02/12","2023-07-08 04:32:14","2023-07-08 04:32:14","2023-07-08 04:32:14","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wahyudi","Panji Sulaiman","","","18.12.0900","","Widayani","Wiwi","","","Universitas AMIKOM Yogyakarta","ANALISIS DAN PERANCANGAN SISTEM INFORMASI AKUNTANSI BERBASIS DESKTOP PADA DIALOG COFFEE GUNA  MENGOTOMATISASI PENJURNALAN MENGGUNAKAN METODE WATERFALL","pub","000.000.003","if","restricted",,,"Sistem informasi, Sistem informasi akuntansi, Sistem penjurnalan, Metode
waterfall, Konsep MVC DAO",,"Dialog Coffee merupakan salah satu kafe yang beroperasi di kabupaten Mimika,
Papua Tengah, yang masih menggunakan sistem informasi akuntansi yang konvensional.
Dimana mulai dari proses penyediaan bahan, bukti dari setiap transaksi pembelian bahan
hanya berupa kertas nota yang disimpan. Sehingga sangat memungkinkan terjadinya
kehilangan data.
Adanya sebuah sistem penjurnalan yang baru diharapkan dapat membantu dalam
meminimalisir kesalahan penjurnalan tersebut berupa pencatatan data transaksi dan
pemrosesan laporan keuangan secara otomatis dalam rangka meningkatkan kualitas
penjurnalan di Dialog Coffee. Sistem baru ini akan berbasis desktop dengan spesifikasi
komputer minimum saat ini. Untuk perancangannya akan digunakan aplikasi Netbeans
dengan bahasa pemrograman C++, serta SQL Server Management Studios untuk
membuat basis datanya. Dalam rangka pengembangan sistem informasi ini akan
digunakan metode waterfall. Sedangkan untuk strukturnya akan dirancang menggunakan
konsep MVC DAO.
Analisis dan perancangan sebuah sistem informasi akuntansi yang dapat
menyimpan semua data transaksi yang terjadi di Dialog Coffee lalu menjurnalkannya,
menampilkan data-data tersebut, serta menghitung dan menampilkan laporan keuangan
secara real time, akurat, otomatis, serta efektif dan efisien.","2023-03-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20168","36","archive","12",,,"disk0/00/02/01/68","2023-07-08 01:43:36","2023-07-12 07:20:12","2023-07-08 01:43:36","thesis",,,"show",,,,"","","","","","","","","","",,,,"Warawandanu","Warawandanu","","","18.11.2532","","Hayati","Mardhiya","","","Universitas AMIKOM Yogyakarta","PENDEKATAN EKSTRAKTIF PADA SUMMARIZE DOKUMEN MENGGUNAKAN GRU","pub","000.000.000A","if","restricted",,,"GRU, Pendekatan Ekstraktif, Gated Recurrent Unit, Summarization, 
text mining",,"Perubahan zaman yang begitu cepat,  mengakibatkan teknologi yang 
berkembang juga melesat jauh perkembangannya. Salah-satu yang tampak dari
perkembangan tersebut  adalah Dengan adanya pertukaran informasi yang semakin
maju dan juga cepat didapatkan. Salah-satu arus informasi yang berkembang saat
ini adalah terkait artikel berita. Akan tetapi, artikel berita yang panjang dan banyak
membuat para pembaca masih sangat kesulitan dalam menemukan intisari atau
informasi penting dalam berita tersebut sehingga membutuhkan waktu yang lama
dalam memahami artikel berita. untuk mempermudah pembaca dalam menemukan
intisari dari artikel berita, diperlukan sebuah Peringkasan Teks sehingga pembaca
dapat mengefisienkan waktunya dalam memahami dan menangkap isi dari berita
tersebut.  
Dalam penelitian ini digunakan algoritma Gated Recurrent Unit (GRU) 
dengan pendekatan ekstraktif menggunakan dataset liputan6 untuk mengetahui
seberapa besar akurasi yang didapatkan dalam peringkasan teks. yang dimana
algoritma ini bekerja dengan memproses data melalui gated. Yang dimana dari
setiap gated reset dan gated update digunakan dalam proses input , output dan
forget dalam pelatihan data. Sebelum data dilatih, data artikel berita yang akan
digunakan dibersihkan dengan metode preprocessing yaitu case folding, remove
stopword , tokenization dan padding sequence. Kemudian , didapat hasil data yang
bersih dan dibagi menjadi data training dan data testing.  Dari penelitian ini didapat
Hasil evaluasi ringkasan artikel berita liputan6 menggunakan algoritma Gated
Recurrent Unit (GRU) dengan membandingkan ringkasan mesin    dan  ringkasan
manusia pada dataset Liputan6 sebanyak 193.883 menghasilkan nilai rata-rata f1Score

pada ROUGE-L adalah 0,0375, ROUGE-1 adalah 0,0375, ROUGE-2
adalah 0. Dengan demikian kualitas ringkasan yang dihasilkan oleh algoritma
Gated Recurrent Unit (GRU) pada artikel berita ini masih tergolong rendah","2023-02-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20884","25","archive","12",,,"disk0/00/02/08/84","2023-08-28 03:07:49","2023-09-29 07:45:43","2023-08-28 03:07:49","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wardani","Didin Kusuma","","","19.11.3287","","Sasongko","Theopilus Bayu","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI METODE MULTINOMINAL SUPPORT VECTOR MACHINE UNTUK ANALISA SENTIMEN TERHADAP LAYANAN INDIHOME PADA SOCIAL MEDIA TWITER","pub","000.000.000A","if","restricted",,,"Analisis sentimen, Support Vector Machine (SVM), Indihome, Twitter",,"Kemajuan zaman seperti ini, internet menjadi kebutuhan setiap insan untuk
mencari berbagai hal. Banyak pengguna internet di zaman ini terus berkembang
pesat. Internet sendiri memiliki berbagai macam manfaat seperti mencari informasi,
menonton video, bermain game online dan masih banyak hal lainnya. Indonesia
mempunyai jasa penyedia internet salah satunya Indihome. Indihome merupakan
layanan intenet yang diresmikan oleh PT. Telkom Indonesia pada tahun 2015.
Biasanya pengguna internet mencari informasi melalui media sosial salah satunya
Twitter. Twitter merupakan media sosial yang dapat memuat informasi secara realtime

yang dimana informasi tersebut berasal dari pengguna Twitter itu sendiri.
Indihome mempunyai akun media sosial Twitter yang bertujuan untuk
mempromosikan produk Indihome dan menerima keluhan pengguna Indihome itu
sendiri. Tujuan penelitian ini dilakukan yaitu menganalisis sentiment keluhan
pelanggan Indihome menggunakan metode Support Vector Machine (SVM)
melalui media sosial Twitter. Data keluhan para pelanggan Indihome diambil mulai
dari 29 September 2022 sampai 27 Oktober 2022 dan dapat dikumpulkan sebanyak
1513 data. Kemudian data tersebut dibagi menjadi tiga akelas diantaranya negatif
sebanyak 537 data, netral sebanyak 520 data, dan positif sebanyak 456 data.
Selanjutnya data dibagi menjadi dua bagian yaitu data latih sebanyak 1210 data dan
data uji 303 data. Setelah dilakukan perhitungan didapatkan rata-rata nilai akurasi
sebesar 80,52%. Selanjutnya hasil pengujian perhitungan dengan metode SVM
diperoleh rata-rata precission 80,66%, recall 80,33%, dan f1-score 80,66%.","2023-07-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23271","32","archive","12",,,"disk0/00/02/32/71","2024-01-05 03:38:46","2024-01-05 03:38:46","2024-01-05 03:38:46","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wardani","Indah Putri","","","18.11.2148","","Hadinegoro","Arifiyanto","","","Universitas AMIKOM Yogyakarta","SISTEM KONTROL MANAJEMEN TAMAN BERBASIS INTERNET OF THINGS (IoT) (Studi Kasus di Kantor Desa Karangturi)","pub","000.000.000A","if","restricted",,,"Taman Pintar, Blynk, NodeMCU ESP8266, Sensor Soil Moisture",,"Sistem kontrol manajemen taman merupakan sistem yang dapat menggabungkan antara kemajuan
teknologi dan perawatan lingkungan. Pada penelitian ini dikhususkan pada perawatan taman yang
memiliki tujuan untuk memudahkan mengontrol taman dengan keadaan jarak jauh. Sering terjadinya
permasalahan pada kelestarian taman dikarenakan lupa melakukan penyiraman taman serta
menghidupkan lampu, yang dapat mengakibatkan kelestarian taman dapat terganggu. Sistem kontrol
manajemen taman ini dibuat agar dapat memudahkan dalam perawatan taman dari jarak jauh,hanya
dengan mengontrol menggunakan aplikasi blynk yang telah terkoneksi dengan internet. Penelitian ini
meliputi pengendalian pompa air untuk menyiram tanaman dan lampu taman. Dalam pembuatannya
membutuhkan sebuah mikrokontroller yaitu NodeMCU ESP8266 yang memiliki modul wifi yang
berkaitan dengan pembuatan Sistem kontrol manajemen taman ini. Tahapan yang dilakukan dalam
pembuatan sistem kontrol ini mulai dari instalasi library yang digunakan yaitu blynk library lalu
instalasi board manager ESP8266, kemudian melakukan konfigurasi NodeMCU ESP8266 dengan
aplikasi blynk, lalu yang terakhir membuat widget-widget yang digunakan untuk mengaplikasikan
sistem kontrol berdasarkan dengan kegunaan button agar berjalan dengan baik. Hasil pengujian yang
diperoleh dari pembuatan sistem kontrol manajemen taman berbasis internet of things ini pada pompa
air diperoleh 90% nilai keberhasilan, pada lampu taman 90% nilai keberhasilan, pada sensor
kelembaban tanah 100% nilai keberhasilan, dan pada sensor DHT11 100% nilai keberhasilan.","2023-11-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23276","28","archive","12",,,"disk0/00/02/32/76","2024-01-05 03:57:48","2024-01-05 03:57:48","2024-01-05 03:57:48","thesis",,,"show",,,,"","","","","","","","","","",,,,"Wasiska","Lela Aprilyana","","","19.11.2943","","Satria","Dhimas Adi","","","Universitas AMIKOM Yogyakarta","PERANCANGAN VIDEO PEMBELAJARAN TENTANG PERKEMBANGBIAKAN TUMBUHAN PADA SISWA KELAS 6 DI SDN 2 PENJANGKA MENGGUNAKAN TEKNIK MOTION GRAPHIC","pub","696","if","restricted",,,"Video Pembelajaran, Perkembangbiakan Tumbuhan, Motion Graphic, SDN
2 Penjangka, Pra Produksi, Produksi, Pasca Produksi",,"Penelitian ini bertujuan untuk memberikan edukasi kepada siswa agar dapat
meningkatkan pemahaman tentang materi perkembangbiakan tumbuhan yang disajikan
melalui video pembelajaran. Di SDN 2 Penjangka proses belajar mengajar masih
menggunakan buku panduan sehingga siswa merasa kesulitan memahami materi
perkembangbiakan tumbuhan pada mata pelajaran IPA. Oleh karena itu, media
pembelajaran yang berbentuk video ini dapat meningkatkan pemahaman siswa terhadap
materi perkembangbiakan tumbuhan. 
Penelitian ini menggunakan teknik motion graphic dalam proses perancangan
video pembelajaran tentang perkembangbiakan tumbuhan ada beberapa tahapan yang
dilakukan yaitu pra produksi, produksi dan pasca produksi. Pada tahap pra produksi yang
diantaranya pembuatan konsep cerita, pembuatan naskah dan pembuatan storyboard,
kemudian proses produksi yang diantaranya adalah pembuatan aset dan proses animating,
dan yang terakhir proses pasca produksi yang diantaranya adalah proses compositing,
editing dan rendering. Tahap terakhir yaitu evaluasi dimana video pembelajaran
perkembangbiakan tumbuhan di uji coba kepada siswa untuk memastikan materi yang
disampaikan di dalam video sudah menarik dan mudah dipahami oleh siswa. 
Melalui video pembelajaran ini diharapkan dapat memberikan edukasi yang
bermanfaat mengenai perkembangbiakan tumbuhan pada siswa kelas 6, serta dapat
membantu guru dalam mengajarkan materi perkembangbiakan tumbuhan pada mata
pelajaran IPA dengan video dengan baik. Hasil dari penelitian ini berupa video
pembelajaran tentang perkembangbiakan tumbuhan yang telah diuji oleh siswa dengan
hasil skor 84,52% atau termasuk kategori “Sangat Baik”. Sehingga dapat menunjang
pembelajaran pada siswa agar dapat lebih mudah dalam menangkap pembelajaran karena
disajikan dalam bentuk video dan guru dapat memanfaatkan video pembelajaran ini
sebagai alat bantu mengajar ke pada siswa dengan baik.","2023-10-18","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
